TID,PID,PLAYER,NATIONALITY,TYPE,PRICE,SOLD/UNSOLD,TEAM,YEAR
2018-NONE,Indrajith Baba-2018,Indrajith Baba,Indian,All-Rounder,2,UNSOLD,NONE,2018
2018-NONE,Anmolpreet Singh-2018,Anmolpreet Singh,Indian,Batsman,2,UNSOLD,NONE,2018
2018-NONE,Sagar Trivedi-2018,Sagar Trivedi,Indian,All-Rounder,2,UNSOLD,NONE,2018
2018-NONE,Vinay Choudhary-2018,Vinay Choudhary,Indian,Bowler,2,UNSOLD,NONE,2018
2018-NONE,Anuj Rawat-2018,Anuj Rawat,Indian,Batsman,2,UNSOLD,NONE,2018
2018-NONE,Amit Verma-2018,Amit Verma,Indian,All-Rounder,2,UNSOLD,NONE,2018
2018-NONE,Ruturaj Gaikwad-2018,Ruturaj Gaikwad,Indian,Batsman,2,UNSOLD,NONE,2018
2018-NONE,Akash Parkar-2018,Akash Parkar,Indian,All-Rounder,2,UNSOLD,NONE,2018
2018-NONE,Shubham Singh Rohilla-2018,Shubham Singh Rohilla,Indian,Batsman,2,UNSOLD,NONE,2018
2018-NONE,Ankit Soni-2018,Ankit Soni,Indian,Bowler,2,UNSOLD,NONE,2018
2018-NONE,Lalit Yadav-2018,Lalit Yadav,Indian,Bowler,2,UNSOLD,NONE,2018
2018-NONE,Harvik Desai-2018,Harvik Desai,Indian,Batsman,2,UNSOLD,NONE,2018
2018-NONE,Anmol Malhotra-2018,Anmol Malhotra,Indian,Batsman,2,UNSOLD,NONE,2018
2018-NONE,Dhruv Raval-2018,Dhruv Raval,Indian,Batsman,2,UNSOLD,NONE,2018
2018-NONE,Rohith Ravikumar-2018,Rohith Ravikumar,Indian,Batsman,2,UNSOLD,NONE,2018
2018-NONE,Mohammad Nazim Siddiqui-2018,Mohammad Nazim Siddiqui,Indian,Batsman,2,UNSOLD,NONE,2018
2018-NONE,Chama Milind-2018,Chama Milind,Indian,Bowler,2,UNSOLD,NONE,2018
2018-NONE,Mayank Sidhu-2018,Mayank Sidhu,Indian,Batsman,2,UNSOLD,NONE,2018
2018-NONE,Umar Nazir Mir-2018,Umar Nazir Mir,Indian,Bowler,2,UNSOLD,NONE,2018
2018-NONE,Sandeep Kumar Tomar-2018,Sandeep Kumar Tomar,Indian,Batsman,2,UNSOLD,NONE,2018
2018-NONE,Yarra Raj-2018,Yarra Raj,Indian,Bowler,2,UNSOLD,NONE,2018
2018-NONE,Oshane Thomas-2018,Oshane Thomas,Overseas,Bowler,2,UNSOLD,NONE,2018
2018-NONE,Athisayaraj V-2018,Athisayaraj V,Indian,Bowler,2,UNSOLD,NONE,2018
2018-NONE,Akash Bhandari-2018,Akash Bhandari,Indian,All-Rounder,2,UNSOLD,NONE,2018
2018-NONE,Zeeshan Ansari-2018,Zeeshan Ansari,Indian,Bowler,2,UNSOLD,NONE,2018
2018-NONE,Siddharth Desai-2018,Siddharth Desai,Indian,Bowler,2,UNSOLD,NONE,2018
2018-NONE,Jiyas K-2018,Jiyas K,Indian,Bowler,2,UNSOLD,NONE,2018
2018-NONE,Pratyush Singh-2018,Pratyush Singh,Indian,All-Rounder,2,UNSOLD,NONE,2018
2018-NONE,Alexandar Rama Doss-2018,Alexandar Rama Doss,Indian,Bowler,2,UNSOLD,NONE,2018
2018-NONE,Himanshu Rana-2018,Himanshu Rana,Indian,Batsman,2,UNSOLD,NONE,2018
2018-NONE,Akshath Reddy-2018,Akshath Reddy,Indian,Batsman,2,UNSOLD,NONE,2018
2018-NONE,R Samarth-2018,R Samarth,Indian,Batsman,2,UNSOLD,NONE,2018
2018-NONE,Nathu Singh-2018,Nathu Singh,Indian,Bowler,2,UNSOLD,NONE,2018
2018-NONE,Shivil Kaushik-2018,Shivil Kaushik,Indian,Bowler,2,UNSOLD,NONE,2018
2018-NONE,Mohammed Asaduddin-2018,Mohammed Asaduddin,Indian,Batsman,2,UNSOLD,NONE,2018
2018-NONE,Abhinav Manohar-2018,Abhinav Manohar,Indian,Batsman,2,UNSOLD,NONE,2018
2018-NONE,Rohan Marwaha-2018,Rohan Marwaha,Indian,Batsman,2,UNSOLD,NONE,2018
2018-NONE,Saurabh Kumar-2018,Saurabh Kumar,Indian,All-Rounder,2,UNSOLD,NONE,2018
2018-NONE,Rajat Patidar-2018,Rajat Patidar,Indian,Batsman,2,UNSOLD,NONE,2018
2018-NONE,Praveen Dubey-2018,Praveen Dubey,Indian,All-Rounder,2,UNSOLD,NONE,2018
2018-NONE,Yash Sehrawat-2018,Yash Sehrawat,Indian,Batsman,2,UNSOLD,NONE,2018
2018-NONE,Kunal Chandela-2018,Kunal Chandela,Indian,All-Rounder,2,UNSOLD,NONE,2018
2018-NONE,Aamir Gani-2018,Aamir Gani,Indian,All-Rounder,2,UNSOLD,NONE,2018
2018-NONE,Pulkit Narang-2018,Pulkit Narang,Indian,All-Rounder,2,UNSOLD,NONE,2018
2018-NONE,Riyan Parag-2018,Riyan Parag,Indian,All-Rounder,2,UNSOLD,NONE,2018
2018-NONE,Baltej Dhanda-2018,Baltej Dhanda,Indian,Bowler,2,UNSOLD,NONE,2018
2018-NONE,Karanveer Singh-2018,Karanveer Singh,Indian,All-Rounder,2,UNSOLD,NONE,2018
2018-NONE,Armaan Jain-2018,Armaan Jain,Indian,Bowler,2,UNSOLD,NONE,2018
2018-NONE,Sumeet Verma-2018,Sumeet Verma,Indian,All-Rounder,2,UNSOLD,NONE,2018
2018-NONE,Mukesh Kumar Singh-2018,Mukesh Kumar Singh,Indian,Bowler,2,UNSOLD,NONE,2018
2018-NONE,Arshdeep Singh-2018,Arshdeep Singh,Indian,Bowler,2,UNSOLD,NONE,2018
2018-NONE,Cameron Gannon-2018,Cameron Gannon,Overseas,All-Rounder,2,UNSOLD,NONE,2018
2018-NONE,Sadiq Hassan Kirmani-2018,Sadiq Hassan Kirmani,Indian,Batsman,2,UNSOLD,NONE,2018
2018-NONE,Ravi Chauhan-2018,Ravi Chauhan,Indian,Batsman,2,UNSOLD,NONE,2018
2018-NONE,Jaskaranvir Singh Sohi-2018,Jaskaranvir Singh Sohi,Indian,Batsman,2,UNSOLD,NONE,2018
2018-NONE,Samit Gohil-2018,Samit Gohil,Indian,Batsman,2,UNSOLD,NONE,2018
2018-NONE,Akshay Karnewar-2018,Akshay Karnewar,Indian,All-Rounder,2,UNSOLD,NONE,2018
2018-NONE,Rishi Arothe-2018,Rishi Arothe,Indian,Bowler,2,UNSOLD,NONE,2018
2018-NONE,Ramandeep Singh-2018,Ramandeep Singh,Indian,Batsman,2,UNSOLD,NONE,2018
2018-NONE,Abhijeet Tomar-2018,Abhijeet Tomar,Indian,Batsman,2,UNSOLD,NONE,2018
2018-NONE,Jiwanjot Singh Chauhan-2018,Jiwanjot Singh Chauhan,Indian,Batsman,2,UNSOLD,NONE,2018
2018-NONE,Abhimanyu Easwaran-2018,Abhimanyu Easwaran,Indian,Batsman,2,UNSOLD,NONE,2018
2018-NONE,Abhishek Gupta-2018,Abhishek Gupta,Indian,Batsman,2,UNSOLD,NONE,2018
2018-NONE,Chirag Gandhi-2018,Chirag Gandhi,Indian,Batsman,2,UNSOLD,NONE,2018
2018-NONE,Hamza Tariq-2018,Hamza Tariq,Indian,Batsman,2,UNSOLD,NONE,2018
2018-NONE,Rahul Yadav-2018,Rahul Yadav,Indian,Batsman,2,UNSOLD,NONE,2018
2018-NONE,Kyle Mayers-2018,Kyle Mayers,Overseas,Batsman,2,UNSOLD,NONE,2018
2018-NONE,Govinda Poddar-2018,Govinda Poddar,Indian,All-Rounder,2,UNSOLD,NONE,2018
2018-NONE,Ravi Kiran Majeti-2018,Ravi Kiran Majeti,Indian,Bowler,2,UNSOLD,NONE,2018
2018-NONE,Ishan Porel-2018,Ishan Porel,Indian,Bowler,2,UNSOLD,NONE,2018
2018-NONE,Rajesh Sharma-2018,Rajesh Sharma,Indian,All-Rounder,2,UNSOLD,NONE,2018
2018-NONE,Aditya Thakare-2018,Aditya Thakare,Indian,Bowler,2,UNSOLD,NONE,2018
2018-NONE,Subodh Bhati-2018,Subodh Bhati,Indian,Bowler,2,UNSOLD,NONE,2018
2018-NONE,Mohan Prasath-2018,Mohan Prasath,Indian,Bowler,2,UNSOLD,NONE,2018
2018-NONE,Antony Dhas-2018,Antony Dhas,Indian,All-Rounder,2,UNSOLD,NONE,2018
2018-NONE,Abhishek Sakuja-2018,Abhishek Sakuja,Indian,Bowler,2,UNSOLD,NONE,2018
2018-NONE,Javed Khan-2018,Javed Khan,Indian,Bowler,2,UNSOLD,NONE,2018
2018-NONE,Ashok Sandhu-2018,Ashok Sandhu,Indian,Bowler,2,UNSOLD,NONE,2018
2018-NONE,Kishore Pramod Kamath-2018,Kishore Pramod Kamath,Indian,All-Rounder,2,UNSOLD,NONE,2018
2018-NONE,Tushar Deshpande-2018,Tushar Deshpande,Indian,Bowler,2,UNSOLD,NONE,2018
2018-NONE,Jaskaran Singh-2018,Jaskaran Singh,Indian,Bowler,2,UNSOLD,NONE,2018
2018-NONE,Prasidh Krishna-2018,Prasidh Krishna,Indian,Bowler,2,UNSOLD,NONE,2018
2018-NONE,Nikhil Gangta-2018,Nikhil Gangta,Indian,All-Rounder,2,UNSOLD,NONE,2018
2018-NONE,Jay Gokul Bista-2018,Jay Gokul Bista,Indian,All-Rounder,2,UNSOLD,NONE,2018
2018-NONE,Hiten Dalal-2018,Hiten Dalal,Indian,Batsman,2,UNSOLD,NONE,2018
2018-NONE,Sumanth Bodapati-2018,Sumanth Bodapati,Indian,All-Rounder,2,UNSOLD,NONE,2018
2018-NONE,Deepak Punia-2018,Deepak Punia,Indian,All-Rounder,2,UNSOLD,NONE,2018
2018-NONE,Baba Aparajith-2018,Baba Aparajith,Indian,All-Rounder,2,UNSOLD,NONE,2018
2018-NONE,Unmukt Chand-2018,Unmukt Chand,Indian,Batsman,2,UNSOLD,NONE,2018
2018-NONE,Milind Tandon-2018,Milind Tandon,Indian,All-Rounder,2,UNSOLD,NONE,2018
2018-NONE,Rajneesh Gurbani-2018,Rajneesh Gurbani,Indian,Bowler,2,UNSOLD,NONE,2018
2017-Rising Pune Supergiant,Benjamin Stokes-2017,Benjamin Stokes,Overseas,All-Rounder,145,SOLD,Rising Pune Supergiant,2017
2017-Royal Challengers Bangalore,Tymal Mills-2017,Tymal Mills,Overseas,Bowler,120,SOLD,Royal Challengers Bangalore,2017
2017-Delhi Daredevils,Kagiso Rabada-2017,Kagiso Rabada,Overseas,Bowler,50,SOLD,Delhi Daredevils,2017
2017-Kolkata Knight Riders,Trent Boult-2017,Trent Boult,Overseas,Bowler,50,SOLD,Kolkata Knight Riders,2017
2017-Delhi Daredevils,Patrick Cummins-2017,Patrick Cummins,Overseas,Bowler,45,SOLD,Delhi Daredevils,2017
2017-Kolkata Knight Riders,Chris Woakes-2017,Chris Woakes,Overseas,All-Rounder,42,SOLD,Kolkata Knight Riders,2017
2017-Sunrisers Hyderabad,Rashid Khan Arman-2017,Rashid Khan Arman,Overseas,Bowler,40,SOLD,Sunrisers Hyderabad,2017
2017-Kolkata Knight Riders,Nathan Coulter-Nile-2017,Nathan Coulter-Nile,Overseas,Bowler,35,SOLD,Kolkata Knight Riders,2017
2017-Mumbai Indians,Karn Sharma-2017,Karn Sharma,Indian,All-Rounder,32,SOLD,Mumbai Indians,2017
2017-Kings XI Punjab,T Natarajan-2017,T Natarajan,Indian,Bowler,30,SOLD,Kings XI Punjab,2017
2017-Kings XI Punjab,Varun Aaron-2017,Varun Aaron,Overseas,Bowler,28,SOLD,Kings XI Punjab,2017
2017-Sunrisers Hyderabad,Mohammed Siraj-2017,Mohammed Siraj,Indian,Bowler,26,SOLD,Sunrisers Hyderabad,2017
2017-Delhi Daredevils,Angelo Mathews-2017,Angelo Mathews,Overseas,All-Rounder,20,SOLD,Delhi Daredevils,2017
2017-Kings XI Punjab,Eoin Morgan-2017,Eoin Morgan,Overseas,Batsman,20,SOLD,Kings XI Punjab,2017
2017-Mumbai Indians,Krishnappa Gowtham-2017,Krishnappa Gowtham,Indian,All-Rounder,20,SOLD,Mumbai Indians,2017
2017-Mumbai Indians,Mitchell Johnson-2017,Mitchell Johnson,Overseas,Bowler,20,SOLD,Mumbai Indians,2017
2017-Royal Challengers Bangalore,Aniket Choudhary-2017,Aniket Choudhary,Indian,Bowler,20,SOLD,Royal Challengers Bangalore,2017
2017-NONE,Ishant Sharma-2017,Ishant Sharma,Indian,Bowler,20,UNSOLD,NONE,2017
2017-NONE,Jason Holder-2017,Jason Holder,Overseas,All-Rounder,15,UNSOLD,NONE,2017
2017-NONE,Brad Haddin-2017,Brad Haddin,Overseas,Batsman,15,UNSOLD,NONE,2017
2017-NONE,Nathan Lyon-2017,Nathan Lyon,Overseas,Bowler,15,UNSOLD,NONE,2017
2017-NONE,Jonny Bairstow-2017,Jonny Bairstow,Overseas,Batsman,15,UNSOLD,NONE,2017
2017-NONE,Kyle Abbott-2017,Kyle Abbott,Overseas,Bowler,15,UNSOLD,NONE,2017
2017-Delhi Daredevils,Corey Anderson-2017,Corey Anderson,Overseas,All-Rounder,10,SOLD,Delhi Daredevils,2017
2017-Delhi Daredevils,M. Ashwin-2017,M. Ashwin,Indian,Bowler,10,SOLD,Delhi Daredevils,2017
2017-Gujarat Lions,Jason Roy-2017,Jason Roy,Overseas,Batsman,10,SOLD,Gujarat Lions,2017
2017-Rising Pune Supergiant,Daniel Christian-2017,Daniel Christian,Overseas,All-Rounder,10,SOLD,Rising Pune Supergiant,2017
2017-Royal Challengers Bangalore,Pawan Negi-2017,Pawan Negi,Indian,All-Rounder,10,SOLD,Royal Challengers Bangalore,2017
2017-NONE,Marlon Samuels-2017,Marlon Samuels,Overseas,Batsman,10,UNSOLD,NONE,2017
2017-NONE,Alex Hales-2017,Alex Hales,Overseas,Batsman,10,UNSOLD,NONE,2017
2017-NONE,Andile Phehlukwayo-2017,Andile Phehlukwayo,Overseas,All-Rounder,10,UNSOLD,NONE,2017
2017-NONE,Grant Elliott-2017,Grant Elliott,Overseas,All-Rounder,10,UNSOLD,NONE,2017
2017-Gujarat Lions,Basil Thampi-2017,Basil Thampi,Indian,Bowler,8.5,SOLD,Gujarat Lions,2017
2017-Sunrisers Hyderabad,Eklavya Dwivedi-2017,Eklavya Dwivedi,Indian,Batsman,7.5,SOLD,Sunrisers Hyderabad,2017
2017-Gujarat Lions,Manpreet Gony-2017,Manpreet Gony,Indian,Bowler,6,SOLD,Gujarat Lions,2017
2017-Kolkata Knight Riders,Rishi Dhawan-2017,Rishi Dhawan,Indian,All-Rounder,5.5,SOLD,Kolkata Knight Riders,2017
2017-Gujarat Lions,Nathu Singh-2017,Nathu Singh,Indian,Bowler,5,SOLD,Gujarat Lions,2017
2017-Kings XI Punjab,Matt Henry-2017,Matt Henry,Overseas,Bowler,5,SOLD,Kings XI Punjab,2017
2017-Kings XI Punjab,Martin Guptill-2017,Martin Guptill,Overseas,Batsman,5,SOLD,Kings XI Punjab,2017
2017-Kolkata Knight Riders,Darren Bravo-2017,Darren Bravo,Overseas,Batsman,5,SOLD,Kolkata Knight Riders,2017
2017-Rising Pune Supergiant,Manoj Tiwary-2017,Manoj Tiwary,Indian,Batsman,5,SOLD,Rising Pune Supergiant,2017
2017-Rising Pune Supergiant,Lockie Ferguson-2017,Lockie Ferguson,Overseas,Bowler,5,SOLD,Rising Pune Supergiant,2017
2017-Sunrisers Hyderabad,Chris Jordan-2017,Chris Jordan,Overseas,All-Rounder,5,SOLD,Sunrisers Hyderabad,2017
2017-NONE,Nic Maddinson-2017,Nic Maddinson,Overseas,Batsman,5,UNSOLD,NONE,2017
2017-NONE,Michael Klinger-2017,Michael Klinger,Overseas,Batsman,5,UNSOLD,NONE,2017
2017-NONE,Cheteshwar Pujara-2017,Cheteshwar Pujara,Indian,Batsman,5,UNSOLD,NONE,2017
2017-NONE,Thisara Perera-2017,Thisara Perera,Overseas,All-Rounder,5,UNSOLD,NONE,2017
2017-NONE,Mohammad Shahzad-2017,Mohammad Shahzad,Overseas,Batsman,5,UNSOLD,NONE,2017
2017-NONE,Kusal Janith Perera-2017,Kusal Janith Perera,Overseas,Batsman,5,UNSOLD,NONE,2017
2017-NONE,Callum Ferguson-2017,Callum Ferguson,Overseas,Batsman,5,UNSOLD,NONE,2017
2017-NONE,Muhammad Yasir Arafat-2017,Muhammad Yasir Arafat,Overseas,All-Rounder,5,UNSOLD,NONE,2017
2017-NONE,Farveez Maharoof-2017,Farveez Maharoof,Overseas,All-Rounder,5,UNSOLD,NONE,2017
2017-NONE,Ross Taylor-2017,Ross Taylor,Overseas,Batsman,5,UNSOLD,NONE,2017
2017-NONE,Irfan Pathan-2017,Irfan Pathan,Indian,All-Rounder,5,UNSOLD,NONE,2017
2017-NONE,Colin Munro-2017,Colin Munro,Overseas,All-Rounder,5,UNSOLD,NONE,2017
2017-NONE,Dinesh Chandimal-2017,Dinesh Chandimal,Overseas,Batsman,5,UNSOLD,NONE,2017
2017-NONE,James Neesham-2017,James Neesham,Overseas,All-Rounder,5,UNSOLD,NONE,2017
2017-NONE,Wayne Parnell-2017,Wayne Parnell,Overseas,All-Rounder,5,UNSOLD,NONE,2017
2017-NONE,Mitchell Santner-2017,Mitchell Santner,Overseas,All-Rounder,5,UNSOLD,NONE,2017
2017-NONE,Jerome Taylor-2017,Jerome Taylor,Overseas,Bowler,5,UNSOLD,NONE,2017
2017-NONE,Suranga Lakmal-2017,Suranga Lakmal,Overseas,Bowler,5,UNSOLD,NONE,2017
2017-NONE,Brad Hogg-2017,Brad Hogg,Overseas,Bowler,5,UNSOLD,NONE,2017
2017-NONE,Imran Tahir-2017,Imran Tahir,Overseas,Bowler,5,UNSOLD,NONE,2017
2017-NONE,Evin Lewis-2017,Evin Lewis,Overseas,Batsman,5,UNSOLD,NONE,2017
2017-Gujarat Lions,Munaf Patel-2017,Munaf Patel,Indian,Bowler,3,SOLD,Gujarat Lions,2017
2017-Kings XI Punjab,Darren Sammy-2017,Darren Sammy,Overseas,All-Rounder,3,SOLD,Kings XI Punjab,2017
2017-Kolkata Knight Riders,Rovman Powell-2017,Rovman Powell,Overseas,All-Rounder,3,SOLD,Kolkata Knight Riders,2017
2017-Mumbai Indians,Asela Gunarathna-2017,Asela Gunarathna,Overseas,Batsman,3,SOLD,Mumbai Indians,2017
2017-Mumbai Indians,Saurabh Tiwary-2017,Saurabh Tiwary,Indian,Batsman,3,SOLD,Mumbai Indians,2017
2017-Mumbai Indians,Nicolas Pooran-2017,Nicolas Pooran,Overseas,Batsman,3,SOLD,Mumbai Indians,2017
2017-Rising Pune Supergiant,Jaydev Unadkat-2017,Jaydev Unadkat,Indian,Bowler,3,SOLD,Rising Pune Supergiant,2017
2017-Royal Challengers Bangalore,Billy Stanlake-2017,Billy Stanlake,Overseas,Bowler,3,SOLD,Royal Challengers Bangalore,2017
2017-Sunrisers Hyderabad,Mohammad Nabi-2017,Mohammad Nabi,Overseas,All-Rounder,3,SOLD,Sunrisers Hyderabad,2017
2017-Sunrisers Hyderabad,Ben Laughlin-2017,Ben Laughlin,Overseas,Bowler,3,SOLD,Sunrisers Hyderabad,2017
2017-NONE,Unmukt Chand-2017,Unmukt Chand,Indian,Batsman,3,UNSOLD,NONE,2017
2017-NONE,Abhinav Mukund-2017,Abhinav Mukund,Overseas,Batsman,3,UNSOLD,NONE,2017
2017-NONE,Tom Cooper-2017,Tom Cooper,Overseas,All-Rounder,3,UNSOLD,NONE,2017
2017-NONE,Ben Dwarshuis-2017,Ben Dwarshuis,Overseas,Bowler,3,UNSOLD,NONE,2017
2017-NONE,Farhaan Behardien-2017,Farhaan Behardien,Overseas,All-Rounder,3,UNSOLD,NONE,2017
2017-NONE,Dawlat Zadran-2017,Dawlat Zadran,Overseas,Bowler,3,UNSOLD,NONE,2017
2017-NONE,Parveez Rasool-2017,Parveez Rasool,Indian,All-Rounder,3,UNSOLD,NONE,2017
2017-NONE,David Wiese-2017,David Wiese,Overseas,All-Rounder,3,UNSOLD,NONE,2017
2017-NONE,Ramesh Mendis-2017,Ramesh Mendis,Overseas,All-Rounder,3,UNSOLD,NONE,2017
2017-NONE,Anamul Haque Bijoy-2017,Anamul Haque Bijoy,Overseas,Batsman,3,UNSOLD,NONE,2017
2017-NONE,Niroshan Dickwella-2017,Niroshan Dickwella,Overseas,Batsman,3,UNSOLD,NONE,2017
2017-NONE,P Malinda Pushpakumara-2017,P Malinda Pushpakumara,Overseas,All-Rounder,3,UNSOLD,NONE,2017
2017-NONE,Shane Dorwich-2017,Shane Dorwich,Overseas,Batsman,3,UNSOLD,NONE,2017
2017-NONE,Neil Broom-2017,Neil Broom,Overseas,Batsman,3,UNSOLD,NONE,2017
2017-NONE,Tom Bruce-2017,Tom Bruce,Overseas,Batsman,3,UNSOLD,NONE,2017
2017-NONE,Pankaj Singh-2017,Pankaj Singh,Indian,Bowler,3,UNSOLD,NONE,2017
2017-NONE,Joe Burns-2017,Joe Burns,Overseas,Batsman,3,UNSOLD,NONE,2017
2017-NONE,Rudra Pratap Singh-2017,Rudra Pratap Singh,Indian,Bowler,3,UNSOLD,NONE,2017
2017-NONE,Theunis De Bruyn-2017,Theunis De Bruyn,Overseas,Batsman,3,UNSOLD,NONE,2017
2017-NONE,Fawad Ahmed-2017,Fawad Ahmed,Overseas,Bowler,3,UNSOLD,NONE,2017
2017-NONE,Michael Beer-2017,Michael Beer,Overseas,Bowler,3,UNSOLD,NONE,2017
2017-NONE,Akila Dananjaya-2017,Akila Dananjaya,Overseas,Bowler,3,UNSOLD,NONE,2017
2017-NONE,Sam Heazlett-2017,Sam Heazlett,Overseas,Batsman,3,UNSOLD,NONE,2017
2017-NONE,Anton Devcich-2017,Anton Devcich,Overseas,All-Rounder,3,UNSOLD,NONE,2017
2017-NONE,Tamim Iqbal-2017,Tamim Iqbal,Overseas,Batsman,3,UNSOLD,NONE,2017
2017-NONE,Rayad Emrit-2017,Rayad Emrit,Overseas,All-Rounder,3,UNSOLD,NONE,2017
2017-NONE,Kusal Mendis-2017,Kusal Mendis,Overseas,Batsman,3,UNSOLD,NONE,2017
2017-NONE,Jonathan Carter-2017,Jonathan Carter,Overseas,All-Rounder,3,UNSOLD,NONE,2017
2017-NONE,Colin De Grandhomme-2017,Colin De Grandhomme,Overseas,All-Rounder,3,UNSOLD,NONE,2017
2017-NONE,Johan Botha-2017,Johan Botha,Overseas,All-Rounder,3,UNSOLD,NONE,2017
2017-NONE,Faiz Fazal-2017,Faiz Fazal,Indian,Batsman,3,UNSOLD,NONE,2017
2017-NONE,Dhananjaya Silva-2017,Dhananjaya Silva,Overseas,All-Rounder,3,UNSOLD,NONE,2017
2017-NONE,Jeevan Mendis-2017,Jeevan Mendis,Overseas,All-Rounder,3,UNSOLD,NONE,2017
2017-NONE,Rahul Sharma-2017,Rahul Sharma,Indian,Bowler,3,UNSOLD,NONE,2017
2017-NONE,Thikshila De Silva-2017,Thikshila De Silva,Overseas,All-Rounder,3,UNSOLD,NONE,2017
2017-NONE,Nathan McCullum-2017,Nathan McCullum,Overseas,All-Rounder,3,UNSOLD,NONE,2017
2017-NONE,Seekkuge Prasanna-2017,Seekkuge Prasanna,Overseas,All-Rounder,3,UNSOLD,NONE,2017
2017-NONE,Sean Abbott-2017,Sean Abbott,Overseas,All-Rounder,3,UNSOLD,NONE,2017
2017-NONE,Mehedi Hasan Miraz-2017,Mehedi Hasan Miraz,Overseas,All-Rounder,3,UNSOLD,NONE,2017
2017-NONE,Angelo Perera-2017,Angelo Perera,Overseas,All-Rounder,3,UNSOLD,NONE,2017
2017-NONE,Shabbir Rahman Roman-2017,Shabbir Rahman Roman,Overseas,All-Rounder,3,UNSOLD,NONE,2017
2017-NONE,Dasun Shanka-2017,Dasun Shanka,Overseas,All-Rounder,3,UNSOLD,NONE,2017
2017-NONE,Dwaine Pretorius-2017,Dwaine Pretorius,Overseas,All-Rounder,3,UNSOLD,NONE,2017
2017-NONE,Mohammad Mahmudullah-2017,Mohammad Mahmudullah,Overseas,All-Rounder,3,UNSOLD,NONE,2017
2017-NONE,Jesse Ryder-2017,Jesse Ryder,Overseas,All-Rounder,3,UNSOLD,NONE,2017
2017-NONE,Abhishek Nayar-2017,Abhishek Nayar,Indian,All-Rounder,3,UNSOLD,NONE,2017
2017-NONE,Joginder Sharma-2017,Joginder Sharma,Indian,All-Rounder,3,UNSOLD,NONE,2017
2017-NONE,Johnson Charles-2017,Johnson Charles,Overseas,Batsman,3,UNSOLD,NONE,2017
2017-NONE,Taskin Ahmed-2017,Taskin Ahmed,Overseas,Bowler,3,UNSOLD,NONE,2017
2017-NONE,Ben Dunk-2017,Ben Dunk,Overseas,Batsman,3,UNSOLD,NONE,2017
2017-NONE,Andre Fletcher-2017,Andre Fletcher,Overseas,Batsman,3,UNSOLD,NONE,2017
2017-NONE,Dushmantha Chameera-2017,Dushmantha Chameera,Overseas,Bowler,3,UNSOLD,NONE,2017
2017-NONE,Jack Wildermuth-2017,Jack Wildermuth,Overseas,All-Rounder,3,UNSOLD,NONE,2017
2017-NONE,Sheldon Cottrell-2017,Sheldon Cottrell,Overseas,Bowler,3,UNSOLD,NONE,2017
2017-NONE,Alex Ross-2017,Alex Ross,Overseas,Batsman,3,UNSOLD,NONE,2017
2017-NONE,Miguel Cummins-2017,Miguel Cummins,Overseas,Bowler,3,UNSOLD,NONE,2017
2017-NONE,Mitchell Swepson-2017,Mitchell Swepson,Overseas,Bowler,3,UNSOLD,NONE,2017
2017-NONE,Krismar Santokie-2017,Krismar Santokie,Overseas,Bowler,3,UNSOLD,NONE,2017
2017-NONE,Parvinder Awana-2017,Parvinder Awana,Indian,Bowler,3,UNSOLD,NONE,2017
2017-NONE,Ben Wheeler-2017,Ben Wheeler,Overseas,Bowler,3,UNSOLD,NONE,2017
2017-NONE,Shannon Gabriel-2017,Shannon Gabriel,Overseas,Bowler,3,UNSOLD,NONE,2017
2017-NONE,Robbie Frylinck-2017,Robbie Frylinck,Overseas,All-Rounder,3,UNSOLD,NONE,2017
2017-NONE,Kesrick Williams-2017,Kesrick Williams,Overseas,Bowler,3,UNSOLD,NONE,2017
2017-NONE,Ben Hilfenhaus-2017,Ben Hilfenhaus,Overseas,Bowler,3,UNSOLD,NONE,2017
2017-NONE,Lahiru Kumara-2017,Lahiru Kumara,Overseas,Bowler,3,UNSOLD,NONE,2017
2017-NONE,Lungisani Ngidi-2017,Lungisani Ngidi,Overseas,Bowler,3,UNSOLD,NONE,2017
2017-NONE,Subramaniam Badrinath-2017,Subramaniam Badrinath,Indian,Batsman,3,UNSOLD,NONE,2017
2017-NONE,Pragyan Ojha-2017,Pragyan Ojha,Indian,Bowler,3,UNSOLD,NONE,2017
2017-NONE,Lakshan Sandakan-2017,Lakshan Sandakan,Overseas,Bowler,3,UNSOLD,NONE,2017
2017-NONE,Ish Sodhi-2017,Ish Sodhi,Overseas,Bowler,3,UNSOLD,NONE,2017
2017-Delhi Daredevils,Aditya Tare-2017,Aditya Tare,Indian,Batsman,2.5,SOLD,Delhi Daredevils,2017
2017-Kings XI Punjab,Rahul Tewatia-2017,Rahul Tewatia,Indian,All-Rounder,2.5,SOLD,Kings XI Punjab,2017
2017-NONE,Ronsford Beaton-2017,Ronsford Beaton,Overseas,Bowler,2,UNSOLD,NONE,2017
2017-NONE,Mohamad Asghar Stanikzai-2017,Mohamad Asghar Stanikzai,Overseas,Batsman,2,UNSOLD,NONE,2017
2017-NONE,Manprit Juneja-2017,Manprit Juneja,Indian,Batsman,2,UNSOLD,NONE,2017
2017-NONE,Chris Green-2017,Chris Green,Overseas,All-Rounder,2,UNSOLD,NONE,2017
2017-NONE,Shamar Springer-2017,Shamar Springer,Indian,All-Rounder,2,UNSOLD,NONE,2017
