Name,Overs,Mdns,Runs,Wkts,Econ,Pos,Inns,Format,Opposition,Ground,Year
Lockie Ferguson,10,0,56,1,5.6,3,1,ODI , Australia,Cairns,2022
Lockie Ferguson,3,0,20,1,6.66,4,2,T20I , Australia,Sydney,2022
Lockie Ferguson,4,0,35,1,8.75,3,2,T20I , Sri Lanka,Sydney,2022
Lockie Ferguson,4,0,45,2,11.25,4,1,T20I , England,Brisbane,2022
Lockie Ferguson,4,0,22,3,5.5,3,2,T20I , Ireland,Adelaide,2022
Lockie Ferguson,4,0,37,0,9.25,3,2,T20I , Pakistan,Sydney,2022
Lockie Ferguson,4,0,49,2,12.25,3,1,T20I , India,Mount Maunganui,2022
Lockie Ferguson,1,0,8,0,8,3,2,T20I , India,Napier,2022
Lockie Ferguson,10,1,59,3,5.9,3,1,ODI , India,Auckland,2022
Lockie Ferguson,2.5,0,24,0,8.47,3,1,ODI , India,Hamilton,2022
Lockie Ferguson,10,0,49,1,4.9,4,1,ODI , India,Christchurch,2022
Lockie Ferguson,8,0,51,0,6.37,4,2,ODI , Pakistan,Karachi,2023
Lockie Ferguson,7,0,31,1,4.42,2,2,ODI , Pakistan,Karachi,2023
Lockie Ferguson,10,0,63,2,6.3,2,1,ODI , Pakistan,Karachi,2023
Lockie Ferguson,10,0,77,1,7.7,2,1,ODI , India,Hyderabad,2023
Lockie Ferguson,5,0,21,0,4.2,1,2,ODI , India,Raipur,2023
Lockie Ferguson,10,1,53,0,5.3,2,1,ODI , India,Indore,2023
Lockie Ferguson,4,1,33,2,8.25,4,2,T20I , India,Ranchi,2023
Lockie Ferguson,1,0,7,0,7,7,2,T20I , India,Lucknow,2023
Lockie Ferguson,4,0,54,0,13.5,3,1,T20I , India,Ahmedabad,2023
Avesh Khan,4,0,42,0,10.5,2,2,T20I , West Indies,Eden Gardens,2022
Avesh Khan,4,1,23,2,5.75,2,1,T20I , Sri Lanka,Dharamsala,2022
Avesh Khan,4,0,35,0,8.75,2,2,T20I , South Africa,Delhi,2022
Avesh Khan,3,0,17,0,5.66,2,2,T20I , South Africa,Cuttack,2022
Avesh Khan,4,0,35,0,8.75,2,2,T20I , South Africa,Visakhapatnam,2022
Avesh Khan,4,0,18,4,4.5,3,2,T20I , South Africa,Rajkot,2022
Avesh Khan,2,0,22,1,11,3,1,T20I , Ireland,Dublin (Malahide),2022
Avesh Khan,4,0,43,1,10.75,1,1,T20I , England,Nottingham,2022
Avesh Khan,6,0,54,0,9,2,1,ODI , West Indies,Port of Spain,2022
Avesh Khan,2.2,0,31,1,13.28,6,2,T20I , West Indies,Basseterre,2022
Avesh Khan,3,0,47,0,15.66,3,1,T20I , West Indies,Basseterre,2022
Avesh Khan,4,0,17,2,4.25,2,2,T20I , West Indies,Lauderhill,2022
Avesh Khan,2,0,20,0,10,3,2,T20I , West Indies,Lauderhill,2022
Avesh Khan,9.3,1,66,3,6.94,2,2,ODI , Zimbabwe,Harare,2022
Avesh Khan,2,0,19,1,9.5,4,1,T20I , Pakistan,Dubai (DSC),2022
Avesh Khan,4,0,53,1,13.25,4,2,T20I , Hong Kong,Dubai (DSC),2022
Avesh Khan,8,0,51,0,6.37,2,1,ODI , South Africa,Lucknow,2022
Avesh Khan,7,0,35,0,5,4,1,ODI , South Africa,Ranchi,2022
Avesh Khan,5,1,8,0,1.6,3,1,ODI , South Africa,Delhi,2022
Prasidh Krishna,8.1,1,54,4,6.61,2,2,ODI , England,Pune,2021
Prasidh Krishna,10,0,58,2,5.8,2,2,ODI , England,Pune,2021
Prasidh Krishna,7,0,62,0,8.85,3,2,ODI , England,Pune,2021
Prasidh Krishna,9.5,0,59,3,6,3,1,ODI , South Africa,Cape Town,2022
Prasidh Krishna,10,0,29,2,2.9,2,1,ODI , West Indies,Ahmedabad,2022
Prasidh Krishna,9,3,12,4,1.33,3,2,ODI , West Indies,Ahmedabad,2022
Prasidh Krishna,8.1,1,27,3,3.3,3,2,ODI , West Indies,Ahmedabad,2022
Prasidh Krishna,5,0,26,1,5.2,4,1,ODI , England,The Oval,2022
Prasidh Krishna,8,0,53,1,6.62,4,1,ODI , England,Lord's,2022
Prasidh Krishna,9,0,48,0,5.33,3,1,ODI , England,Manchester,2022
Prasidh Krishna,10,1,62,0,6.2,2,2,ODI , West Indies,Port of Spain,2022
Prasidh Krishna,4,0,30,1,7.5,4,2,ODI , West Indies,Port of Spain,2022
Prasidh Krishna,8,0,50,3,6.25,4,1,ODI , Zimbabwe,Harare,2022
Prasidh Krishna,6.1,1,28,1,4.54,2,1,ODI , Zimbabwe,Harare,2022
Kagiso Rabada,3,0,27,0,9,2,1,T20I , Australia,Adelaide,2014
Kagiso Rabada,3,0,25,1,8.33,2,2,T20I , Australia,Melbourne,2014
Kagiso Rabada,4,0,38,0,9.5,2,2,T20I , West Indies,Cape Town,2015
Kagiso Rabada,3,0,28,2,9.33,2,2,T20I , Bangladesh,Mirpur,2015
Kagiso Rabada,8,3,16,6,2,2,1,ODI , Bangladesh,Mirpur,2015
Kagiso Rabada,7,0,45,2,6.42,2,2,ODI , Bangladesh,Mirpur,2015
Kagiso Rabada,6,0,41,0,6.83,2,2,ODI , Bangladesh,Chattogram,2015
Kagiso Rabada,4,0,29,2,7.25,2,1,T20I , New Zealand,Durban,2015
Kagiso Rabada,4,0,30,3,7.5,3,1,T20I , New Zealand,Centurion,2015
Kagiso Rabada,9.1,0,49,1,5.34,3,2,ODI , New Zealand,Centurion,2015
Kagiso Rabada,10,1,33,2,3.3,2,2,ODI , New Zealand,Durban,2015
Kagiso Rabada,4,0,32,0,8,2,1,T20I , India,Dharamsala,2015
Kagiso Rabada,4,0,18,1,4.5,3,1,T20I , India,Cuttack,2015
Kagiso Rabada,10,0,58,2,5.8,2,2,ODI , India,Kanpur,2015
Kagiso Rabada,10,1,49,1,4.9,2,1,ODI , India,Indore,2015
Kagiso Rabada,10,0,39,0,3.9,2,2,ODI , India,Rajkot,2015
Kagiso Rabada,10,0,54,3,5.4,2,1,ODI , India,Chennai,2015
Kagiso Rabada,7,0,41,4,5.85,2,2,ODI , India,Wankhede,2015
Kagiso Rabada,9,0,35,0,3.88,2,2,ODI , England,Gqeberha,2016
Kagiso Rabada,10,0,65,2,6.5,2,1,ODI , England,Centurion,2016
Kagiso Rabada,9.5,1,45,4,4.57,2,1,ODI , England,Johannesburg,2016
Kagiso Rabada,9,1,34,3,3.77,2,1,ODI , England,Cape Town,2016
Kagiso Rabada,4,0,29,1,7.25,2,1,T20I , England,Cape Town,2016
Kagiso Rabada,3.4,0,28,2,7.63,1,1,T20I , England,Johannesburg,2016
Kagiso Rabada,4,0,26,2,6.5,1,1,T20I , Australia,Durban,2016
Kagiso Rabada,4,0,25,2,6.25,1,2,T20I , Australia,Johannesburg,2016
Kagiso Rabada,4,0,38,1,9.5,2,2,T20I , Australia,Cape Town,2016
Kagiso Rabada,4,0,50,2,12.5,1,2,T20I , England,Wankhede,2016
Kagiso Rabada,4,0,37,2,9.25,1,2,T20I , Afghanistan,Wankhede,2016
Kagiso Rabada,3.4,0,38,1,10.36,1,2,T20I , West Indies,Nagpur,2016
Kagiso Rabada,9,1,34,0,3.77,2,2,ODI , West Indies,Providence,2016
Kagiso Rabada,7,1,13,3,1.85,1,2,ODI , Australia,Providence,2016
Kagiso Rabada,8,0,66,1,8.25,2,1,ODI , Australia,Basseterre,2016
Kagiso Rabada,7,0,46,0,6.57,2,2,ODI , West Indies,Basseterre,2016
Kagiso Rabada,10,1,31,3,3.1,1,1,ODI , West Indies,Bridgetown,2016
Kagiso Rabada,4,1,22,1,5.5,1,2,ODI , Ireland,Benoni,2016
Kagiso Rabada,10,0,63,0,6.3,2,1,ODI , Australia,Centurion,2016
Kagiso Rabada,7,0,31,2,4.42,2,2,ODI , Australia,Johannesburg,2016
Kagiso Rabada,10,0,86,1,8.6,2,1,ODI , Australia,Durban,2016
Kagiso Rabada,9,0,84,2,9.33,2,2,ODI , Australia,Cape Town,2016
Kagiso Rabada,10,1,35,1,3.5,1,1,ODI , Sri Lanka,Gqeberha,2017
Kagiso Rabada,8,0,47,1,5.87,1,2,ODI , Sri Lanka,Durban,2017
Kagiso Rabada,7,0,39,2,5.57,1,1,ODI , Sri Lanka,Johannesburg,2017
Kagiso Rabada,9,1,50,2,5.55,4,2,ODI , Sri Lanka,Cape Town,2017
Kagiso Rabada,10,0,55,0,5.5,1,2,ODI , Sri Lanka,Centurion,2017
Kagiso Rabada,7,1,31,2,4.42,1,1,ODI , New Zealand,Hamilton,2017
Kagiso Rabada,10,0,39,2,3.9,1,2,ODI , New Zealand,Wellington,2017
Kagiso Rabada,8,0,41,1,5.12,1,2,ODI , New Zealand,Hamilton,2017
Kagiso Rabada,7.1,1,25,3,3.48,1,1,ODI , New Zealand,Auckland,2017
Kagiso Rabada,9,0,63,1,7,1,1,ODI , England,Leeds,2017
Kagiso Rabada,10,0,50,2,5,1,1,ODI , England,Southampton,2017
Kagiso Rabada,9,1,39,4,4.33,1,1,ODI , England,Lord's,2017
Kagiso Rabada,8,1,46,1,5.75,1,2,ODI , Sri Lanka,The Oval,2017
Kagiso Rabada,7,1,36,0,5.14,1,2,ODI , Pakistan,Birmingham,2017
Kagiso Rabada,9,2,34,0,3.77,1,2,ODI , India,The Oval,2017
Kagiso Rabada,10,1,43,4,4.3,1,1,ODI , Bangladesh,Kimberley,2017
Kagiso Rabada,9,1,40,0,4.44,1,2,ODI , Bangladesh,Paarl,2017
Kagiso Rabada,8,1,33,1,4.12,1,2,ODI , Bangladesh,East London,2017
Kagiso Rabada,9.3,0,48,0,5.05,2,2,ODI , India,Durban,2018
Kagiso Rabada,5,0,24,1,4.8,2,2,ODI , India,Centurion,2018
Kagiso Rabada,10,1,54,1,5.4,1,1,ODI , India,Cape Town,2018
Kagiso Rabada,10,0,58,2,5.8,2,1,ODI , India,Johannesburg,2018
Kagiso Rabada,9,0,58,1,6.44,2,1,ODI , India,Gqeberha,2018
Kagiso Rabada,8,0,41,4,5.12,1,1,ODI , Sri Lanka,Dambulla,2018
Kagiso Rabada,9,1,48,1,5.33,1,1,ODI , Sri Lanka,Dambulla,2018
Kagiso Rabada,8,0,34,0,4.25,1,2,ODI , Sri Lanka,Pallekele,2018
Kagiso Rabada,10,0,47,1,4.7,1,1,ODI , Sri Lanka,Colombo (RPS),2018
Kagiso Rabada,4,0,24,2,6,1,2,T20I , Sri Lanka,Colombo (RPS),2018
Kagiso Rabada,8,2,34,2,4.25,1,1,ODI , Zimbabwe,Kimberley,2018
Kagiso Rabada,10,1,32,3,3.2,3,1,ODI , Zimbabwe,Paarl,2018
Kagiso Rabada,8,0,30,0,3.75,3,1,ODI , Australia,Perth,2018
Kagiso Rabada,9.3,0,54,4,5.68,3,1,ODI , Australia,Adelaide,2018
Kagiso Rabada,10,3,40,3,4,3,2,ODI , Australia,Hobart,2018
Kagiso Rabada,2,0,21,0,10.5,1,2,T20I , Australia,Carrara,2018
Kagiso Rabada,9.1,1,51,0,5.56,1,2,ODI , Pakistan,Gqeberha,2019
Kagiso Rabada,9,1,35,2,3.88,1,1,ODI , Pakistan,Durban,2019
Kagiso Rabada,10,0,57,2,5.7,3,1,ODI , Pakistan,Centurion,2019
Kagiso Rabada,5,0,29,0,5.8,3,2,ODI , Pakistan,Johannesburg,2019
Kagiso Rabada,10,1,43,1,4.3,3,1,ODI , Pakistan,Cape Town,2019
Kagiso Rabada,9,0,48,1,5.33,1,1,ODI , Sri Lanka,Johannesburg,2019
Kagiso Rabada,9,1,43,3,4.77,1,2,ODI , Sri Lanka,Centurion,2019
Kagiso Rabada,6,2,18,1,3,1,2,ODI , Sri Lanka,Durban,2019
Kagiso Rabada,10,1,50,3,5,1,1,ODI , Sri Lanka,Cape Town,2019
Kagiso Rabada,4,0,42,1,10.5,2,1,T20I , Sri Lanka,Cape Town,2019
Kagiso Rabada,10,0,66,2,6.6,3,1,ODI , England,The Oval,2019
Kagiso Rabada,10,0,57,0,5.7,2,1,ODI , Bangladesh,The Oval,2019
Kagiso Rabada,10,1,39,2,3.9,2,2,ODI , India,Southampton,2019
Kagiso Rabada,8,1,36,1,4.5,1,1,ODI , Afghanistan,Cardiff,2019
Kagiso Rabada,10,0,42,1,4.2,1,2,ODI , New Zealand,Birmingham,2019
Kagiso Rabada,10,0,65,0,6.5,1,1,ODI , Pakistan,Lord's,2019
Kagiso Rabada,10,2,36,2,3.6,1,1,ODI , Sri Lanka,Chester-le-Street,2019
Kagiso Rabada,10,0,56,3,5.6,2,2,ODI , Australia,Manchester,2019
Kagiso Rabada,3,0,24,0,8,1,2,T20I , India,Mohali,2019
Kagiso Rabada,4,0,39,3,9.75,2,1,T20I , India,Bengaluru,2019
Kagiso Rabada,3,0,45,0,15,3,1,T20I , Australia,Johannesburg,2020
Kagiso Rabada,4,0,27,1,6.75,1,2,T20I , Australia,Gqeberha,2020
Kagiso Rabada,4,0,42,1,10.5,1,1,T20I , Australia,Cape Town,2020
Kagiso Rabada,4,0,32,0,8,2,2,T20I , England,Cape Town,2020
Kagiso Rabada,3.5,0,25,1,6.52,2,2,T20I , England,Paarl,2020
Kagiso Rabada,10,1,51,1,5.1,1,2,ODI , Pakistan,Centurion,2021
Kagiso Rabada,10,2,43,1,4.3,1,2,ODI , Pakistan,Johannesburg,2021
Kagiso Rabada,3,0,32,0,10.66,2,2,T20I , West Indies,St George's,2021
Kagiso Rabada,4,0,37,3,9.25,3,2,T20I , West Indies,St George's,2021
Kagiso Rabada,4,0,41,1,10.25,5,2,T20I , West Indies,St George's,2021
Kagiso Rabada,3,0,36,1,12,4,1,T20I , West Indies,St George's,2021
Kagiso Rabada,4,0,24,2,6,2,2,T20I , West Indies,St George's,2021
Kagiso Rabada,8.2,2,43,2,5.16,1,1,ODI , Ireland,Dublin (Malahide),2021
Kagiso Rabada,10,0,58,1,5.8,1,1,ODI , Ireland,Dublin (Malahide),2021
Kagiso Rabada,4,0,28,1,7,2,2,T20I , Ireland,Dublin (Malahide),2021
Kagiso Rabada,9,0,66,2,7.33,1,1,ODI , Sri Lanka,Colombo (RPS),2021
Kagiso Rabada,6,0,16,2,2.66,1,2,ODI , Sri Lanka,Colombo (RPS),2021
Kagiso Rabada,8,0,46,0,5.75,1,1,ODI , Sri Lanka,Colombo (RPS),2021
Kagiso Rabada,3,0,21,0,7,3,2,T20I , Sri Lanka,Colombo (RPS),2021
Kagiso Rabada,2,0,29,0,14.5,3,1,T20I , Sri Lanka,Colombo (RPS),2021
Kagiso Rabada,3,0,23,2,7.66,2,1,T20I , Sri Lanka,Colombo (RPS),2021
Kagiso Rabada,4,0,28,1,7,1,2,T20I , Australia,Abu Dhabi,2021
Kagiso Rabada,4,0,27,1,6.75,2,1,T20I , West Indies,Dubai (DSC),2021
Kagiso Rabada,3,0,32,0,10.66,2,1,T20I , Sri Lanka,Sharjah,2021
Kagiso Rabada,4,0,20,3,5,2,1,T20I , Bangladesh,Abu Dhabi,2021
Kagiso Rabada,4,0,48,3,12,3,2,T20I , England,Sharjah,2021
Kagiso Rabada,10,0,57,1,5.7,2,1,ODI , Bangladesh,Centurion,2022
Kagiso Rabada,10,0,39,5,3.9,2,1,ODI , Bangladesh,Johannesburg,2022
Kagiso Rabada,5.3,0,37,0,6.72,1,2,ODI , Bangladesh,Centurion,2022
Kagiso Rabada,4,0,35,0,8.75,2,1,T20I , India,Delhi,2022
Kagiso Rabada,4,0,15,1,3.75,1,1,T20I , India,Cuttack,2022
Kagiso Rabada,4,0,31,1,7.75,1,1,T20I , India,Visakhapatnam,2022
Kagiso Rabada,1,0,5,0,5,3,1,T20I , India,Bengaluru,2022
Kagiso Rabada,4,0,30,0,7.5,2,1,T20I , England,Bristol,2022
Kagiso Rabada,3,0,35,1,11.66,1,2,T20I , England,Cardiff,2022
Kagiso Rabada,4,1,16,1,4,1,2,T20I , India,Thiruvananthapuram,2022
Kagiso Rabada,4,0,57,0,14.25,1,1,T20I , India,Guwahati,2022
Kagiso Rabada,4,0,24,1,6,1,2,T20I , India,Indore,2022
Kagiso Rabada,8,2,36,2,4.5,1,2,ODI , India,Lucknow,2022
Kagiso Rabada,10,1,59,1,5.9,3,2,ODI , India,Ranchi,2022
Kagiso Rabada,2,0,20,0,10,1,1,T20I , Zimbabwe,Hobart,2022
Kagiso Rabada,3,0,24,1,8,1,2,T20I , Bangladesh,Sydney,2022
Kagiso Rabada,4,0,26,0,6.5,2,1,T20I , India,Perth,2022
Kagiso Rabada,4,0,44,1,11,2,1,T20I , Pakistan,Sydney,2022
Kagiso Rabada,3,0,37,0,12.33,2,1,T20I , Netherlands,Adelaide,2022
Kagiso Rabada,10,0,46,2,4.6,2,2,ODI , England,Bloemfontein,2023
Kagiso Rabada,4,0,39,0,9.75,3,1,T20I , West Indies,Centurion,2023
Kagiso Rabada,4,0,50,2,12.5,4,1,T20I , West Indies,Johannesburg,2023
Kagiso Rabada,8,2,33,0,4.12,1,1,ODI , Netherlands,Benoni,2023
Jason Holder,4.2,0,18,1,4.15,2,2,ODI , Australia,Perth,2013
Jason Holder,10,1,56,1,5.6,2,1,ODI , Australia,Perth,2013
Jason Holder,8,0,50,2,6.25,2,1,ODI , Sri Lanka,Port of Spain,2013
Jason Holder,10,4,13,4,1.3,2,1,ODI , Pakistan,Providence,2013
Jason Holder,7,2,30,0,4.28,2,2,ODI , Pakistan,Providence,2013
Jason Holder,10,0,40,2,4,2,1,ODI , Pakistan,Gros Islet,2013
Jason Holder,5,0,41,1,8.2,1,2,ODI , Pakistan,Gros Islet,2013
Jason Holder,9.5,0,47,1,4.77,1,2,ODI , Pakistan,Gros Islet,2013
Jason Holder,8,0,48,2,6,2,2,ODI , India,Kochi,2013
Jason Holder,10,0,63,1,6.3,2,1,ODI , India,Visakhapatnam,2013
Jason Holder,6,0,47,0,7.83,2,2,ODI , India,Kanpur,2013
Jason Holder,7.1,1,21,2,2.93,1,1,ODI , New Zealand,Auckland,2013
Jason Holder,4,0,48,2,12,2,1,ODI , New Zealand,Queenstown,2014
Jason Holder,10,2,58,1,5.8,1,1,ODI , New Zealand,Nelson,2014
Jason Holder,5,0,35,2,7,1,2,ODI , New Zealand,Hamilton,2014
Jason Holder,3,0,34,2,11.33,1,2,T20I , New Zealand,Wellington,2014
Jason Holder,9,1,34,3,3.77,1,1,ODI , Ireland,Kingston,2014
Jason Holder,4,0,27,0,6.75,1,2,ODI , England,North Sound,2014
Jason Holder,9,0,39,1,4.33,3,1,ODI , Bangladesh,St George's,2014
Jason Holder,6,0,17,1,2.83,1,2,ODI , Bangladesh,St George's,2014
Jason Holder,8,0,47,1,5.87,1,2,ODI , Bangladesh,Basseterre,2014
Jason Holder,9,0,52,1,5.77,2,1,ODI , India,Dharamsala,2014
Jason Holder,4,0,20,1,5,2,1,T20I , South Africa,Cape Town,2015
Jason Holder,4,0,40,2,10,3,1,T20I , South Africa,Johannesburg,2015
Jason Holder,9,1,52,1,5.77,2,1,ODI , South Africa,Durban,2015
Jason Holder,9,0,91,0,10.11,2,1,ODI , South Africa,Johannesburg,2015
Jason Holder,5,1,14,1,2.8,3,2,ODI , South Africa,East London,2015
Jason Holder,10,1,53,4,5.3,2,1,ODI , South Africa,Gqeberha,2015
Jason Holder,9,0,77,2,8.55,2,1,ODI , South Africa,Centurion,2015
Jason Holder,9,1,44,0,4.88,1,2,ODI , Ireland,Nelson,2015
Jason Holder,7,2,23,1,3.28,2,2,ODI , Pakistan,Christchurch,2015
Jason Holder,7,0,48,3,6.85,2,2,ODI , Zimbabwe,Canberra,2015
Jason Holder,10,2,104,1,10.4,2,1,ODI , South Africa,Sydney,2015
Jason Holder,7,0,29,0,4.14,2,2,ODI , India,Perth,2015
Jason Holder,10,1,27,4,2.7,2,1,ODI , U.A.E.,Napier,2015
Jason Holder,8,0,76,0,9.5,2,1,ODI , New Zealand,Wellington,2015
Jason Holder,5,1,29,0,5.8,3,2,ODI , Sri Lanka,Colombo (RPS),2015
Jason Holder,7,0,44,2,6.28,3,2,ODI , Sri Lanka,Pallekele,2015
Jason Holder,2,0,27,0,13.5,1,1,T20I , Sri Lanka,Pallekele,2015
Jason Holder,10,1,37,1,3.7,2,1,ODI , South Africa,Providence,2016
Jason Holder,3,0,21,1,7,4,2,ODI , Australia,Providence,2016
Jason Holder,10,0,44,2,4.4,1,1,ODI , Australia,Basseterre,2016
Jason Holder,6,0,51,0,8.5,2,1,ODI , South Africa,Basseterre,2016
Jason Holder,2,0,20,0,10,1,2,ODI , Australia,Bridgetown,2016
Jason Holder,10,1,33,1,3.3,1,2,ODI , South Africa,Bridgetown,2016
Jason Holder,10,1,51,2,5.1,1,1,ODI , Australia,Bridgetown,2016
Jason Holder,7,0,35,1,5,2,1,ODI , Pakistan,Sharjah,2016
Jason Holder,8,1,51,2,6.37,1,1,ODI , Pakistan,Sharjah,2016
Jason Holder,10,0,63,1,6.3,4,1,ODI , Pakistan,Abu Dhabi,2016
Jason Holder,8,0,16,2,2,2,2,ODI , Sri Lanka,Harare,2016
Jason Holder,10,0,47,2,4.7,2,1,ODI , Zimbabwe,Bulawayo,2016
Jason Holder,10,0,57,3,5.7,2,1,ODI , Sri Lanka,Bulawayo,2016
Jason Holder,10,0,58,2,5.8,2,1,ODI , Zimbabwe,Bulawayo,2016
Jason Holder,9,1,46,0,5.11,1,1,ODI , England,North Sound,2017
Jason Holder,10,0,46,0,4.6,2,2,ODI , England,North Sound,2017
Jason Holder,10,1,41,3,4.1,1,1,ODI , England,Bridgetown,2017
Jason Holder,3.1,0,27,2,8.52,2,2,T20I , Pakistan,Bridgetown,2017
Jason Holder,4,0,32,0,8,2,1,T20I , Pakistan,Port of Spain,2017
Jason Holder,4,0,26,0,6.5,2,1,T20I , Pakistan,Port of Spain,2017
Jason Holder,3,0,24,0,8,2,2,T20I , Pakistan,Port of Spain,2017
Jason Holder,10,0,58,1,5.8,4,1,ODI , Pakistan,Providence,2017
Jason Holder,9,0,48,0,5.33,2,1,ODI , Pakistan,Providence,2017
Jason Holder,8.1,1,37,1,4.53,2,2,ODI , Pakistan,Providence,2017
Jason Holder,10,0,65,1,6.5,2,1,ODI , Afghanistan,Gros Islet,2017
Jason Holder,9,1,38,2,4.22,2,1,ODI , Afghanistan,Gros Islet,2017
Jason Holder,8,0,34,1,4.25,1,1,ODI , India,Port of Spain,2017
Jason Holder,8.5,0,76,1,8.6,2,1,ODI , India,Port of Spain,2017
Jason Holder,10,1,53,1,5.3,2,1,ODI , India,North Sound,2017
Jason Holder,9.4,2,27,5,2.79,2,2,ODI , India,North Sound,2017
Jason Holder,8,1,35,0,4.37,2,2,ODI , India,Kingston,2017
Jason Holder,3,0,18,0,6,2,2,ODI , England,Manchester,2017
Jason Holder,1.2,0,11,0,8.25,1,1,ODI , England,Nottingham,2017
Jason Holder,10,0,81,2,8.1,2,1,ODI , England,Bristol,2017
Jason Holder,9,0,52,0,5.77,2,2,ODI , England,The Oval,2017
Jason Holder,9,1,52,2,5.77,3,2,ODI , New Zealand,Whangarei,2017
Jason Holder,10,0,52,2,5.2,2,1,ODI , New Zealand,Christchurch,2017
Jason Holder,6,2,21,1,3.5,2,1,ODI , New Zealand,Christchurch,2017
Jason Holder,10,1,53,5,5.3,3,2,ODI , U.A.E.,Harare,2018
Jason Holder,8,0,47,0,5.87,1,1,ODI , P.N.G.,Harare,2018
Jason Holder,10,0,49,2,4.9,2,2,ODI , Ireland,Harare,2018
Jason Holder,10,0,39,3,3.9,1,2,ODI , Afghanistan,Harare,2018
Jason Holder,10,0,35,4,3.5,2,1,ODI , Zimbabwe,Harare,2018
Jason Holder,7,0,31,1,4.42,2,2,ODI , Scotland,Harare,2018
Jason Holder,6,0,45,0,7.5,2,2,ODI , Afghanistan,Harare,2018
Jason Holder,9,0,47,1,5.22,2,1,ODI , Bangladesh,Providence,2018
Jason Holder,10,0,66,1,6.6,2,2,ODI , Bangladesh,Providence,2018
Jason Holder,10,0,55,2,5.5,2,1,ODI , Bangladesh,Basseterre,2018
Jason Holder,8,0,45,0,5.62,3,2,ODI , India,Guwahati,2018
Jason Holder,6,0,50,0,8.33,1,1,ODI , India,Visakhapatnam,2018
Jason Holder,9,0,46,2,5.11,2,2,ODI , India,Pune,2018
Jason Holder,9,0,62,0,6.88,2,1,ODI , India,Brabourne,2018
Jason Holder,1,0,15,0,15,4,2,ODI , India,Thiruvananthapuram,2018
Jason Holder,9.4,0,63,2,6.51,3,2,ODI , England,Bridgetown,2019
Jason Holder,10,1,53,3,5.3,2,2,ODI , England,Bridgetown,2019
Jason Holder,7,0,88,0,12.57,2,1,ODI , England,St George's,2019
Jason Holder,7,2,28,2,4,2,1,ODI , England,Gros Islet,2019
Jason Holder,4,0,26,1,6.5,4,2,T20I , England,Gros Islet,2019
Jason Holder,4,0,29,0,7.25,2,1,T20I , England,Basseterre,2019
Jason Holder,3,0,19,1,6.33,3,2,T20I , England,Basseterre,2019
Jason Holder,6,0,26,0,4.33,4,2,ODI , Ireland,Dublin,2019
Jason Holder,4,0,27,0,6.75,4,2,ODI , Bangladesh,Dublin,2019
Jason Holder,10,0,55,1,5.5,5,1,ODI , Ireland,Dublin (Malahide),2019
Jason Holder,8,1,43,1,5.37,6,2,ODI , Bangladesh,Dublin (Malahide),2019
Jason Holder,4,0,31,0,7.75,2,2,ODI , Bangladesh,Dublin (Malahide),2019
Jason Holder,5,0,42,3,8.4,2,1,ODI , Pakistan,Nottingham,2019
Jason Holder,7,2,28,1,4,5,1,ODI , Australia,Nottingham,2019
Jason Holder,5.1,0,31,0,6,5,2,ODI , England,Southampton,2019
Jason Holder,9,0,62,0,6.88,2,2,ODI , Bangladesh,Taunton,2019
Jason Holder,7,0,42,0,6,3,1,ODI , New Zealand,Manchester,2019
Jason Holder,10,2,33,2,3.3,5,1,ODI , India,Manchester,2019
Jason Holder,10,0,59,2,5.9,4,1,ODI , Sri Lanka,Chester-le-Street,2019
Jason Holder,8,0,46,0,5.75,4,2,ODI , Afghanistan,Leeds,2019
Jason Holder,9,0,53,1,5.88,3,1,ODI , India,Port of Spain,2019
Jason Holder,4,0,39,0,9.75,2,2,ODI , India,Port of Spain,2019
Jason Holder,10,2,21,2,2.1,2,1,ODI , Afghanistan,Lucknow,2019
Jason Holder,10,1,52,0,5.2,2,2,ODI , Afghanistan,Lucknow,2019
Jason Holder,4,0,29,1,7.25,2,2,T20I , Afghanistan,Lucknow,2019
Jason Holder,4,0,23,2,5.75,1,1,T20I , Afghanistan,Lucknow,2019
Jason Holder,4,0,26,0,6.5,2,1,T20I , Afghanistan,Lucknow,2019
Jason Holder,4,0,46,0,11.5,2,2,T20I , India,Hyderabad,2019
Jason Holder,4,0,42,1,10.5,3,1,T20I , India,Thiruvananthapuram,2019
Jason Holder,4,0,54,0,13.5,2,1,T20I , India,Wankhede,2019
Jason Holder,8,0,45,0,5.62,2,1,ODI , India,Chennai,2019
Jason Holder,9,0,45,0,5,2,1,ODI , India,Visakhapatnam,2019
Jason Holder,10,0,63,1,6.3,2,2,ODI , India,Cuttack,2019
Jason Holder,10,0,44,1,4.4,2,2,ODI , Sri Lanka,Colombo (SSC),2020
Jason Holder,8,0,59,0,7.37,2,1,ODI , Sri Lanka,Hambantota,2020
Jason Holder,10,0,68,2,6.8,2,1,ODI , Sri Lanka,Pallekele,2020
Jason Holder,4,0,19,1,4.75,3,1,T20I , Sri Lanka,Coolidge,2021
Jason Holder,4,0,36,1,9,3,1,T20I , Sri Lanka,Coolidge,2021
Jason Holder,4,0,27,1,6.75,3,1,T20I , Sri Lanka,Coolidge,2021
Jason Holder,10,1,39,2,3.9,2,1,ODI , Sri Lanka,North Sound,2021
Jason Holder,9,0,66,1,7.33,2,1,ODI , Sri Lanka,North Sound,2021
